,ReserveStatus,Male,Price,CouponDiscount,Domestic,TripReason,Vehicle,Cancel,From_encoded,to_encoded,Days_Difference,Family_Members,Ticket_Count
21727,3,1,940000.0,0.0,1,1,0,0,253,190,0,1,1
21728,5,1,10621000.0,133333.33333333334,1,1,2,0,70,60,10,1,1
21729,5,1,8674000.0,0.0,1,1,2,0,70,150,2,1,1
21730,4,0,3407500.0,0.0,1,0,3,1,70,189,25,1,2
21731,3,1,1415000.0,0.0,1,1,0,0,263,84,0,1,1
21732,2,0,7200000.0,0.0,1,0,3,0,70,189,11,1,1
21733,5,1,905000.0,0.0,1,1,0,1,65,117,1,1,1
21734,3,1,400000.0,0.0,1,1,0,0,27,238,0,1,1
21735,3,0,400000.0,0.0,1,1,0,0,241,111,0,1,1
21736,5,1,1390000.0,0.0,1,0,0,1,70,263,3,1,1
21737,3,1,570000.0,0.0,1,1,0,0,27,263,7,1,1
21738,2,0,6286500.0,0.0,1,0,3,0,189,70,1,1,2
21739,3,1,910000.0,0.0,1,1,0,0,145,153,0,1,1
21740,5,0,10167000.0,175000.0,1,0,2,0,189,27,26,1,1
21741,2,0,352500.0,0.0,1,1,3,0,222,127,0,1,1
21742,5,0,4294000.0,0.0,0,0,1,0,70,206,0,1,2
21743,4,0,2696000.0,0.0,1,0,3,1,110,70,9,2,2
21744,2,1,3597000.0,0.0,1,0,3,0,145,70,15,2,7
21745,3,1,1730000.0,0.0,1,0,0,0,27,190,0,1,1
21746,5,1,13010000.0,0.0,1,1,2,1,115,70,17,1,1
21747,2,0,4337000.0,163530.0,1,1,3,0,189,27,16,1,5
21748,3,0,1470000.0,0.0,1,1,0,0,145,141,4,1,1
21749,3,1,1750000.0,0.0,1,1,0,0,117,27,3,1,1
21750,2,1,1153000.0,0.0,1,0,3,0,189,119,11,2,3
21751,3,0,1900000.0,0.0,1,1,0,0,15,70,0,1,1
21752,4,0,907000.0,0.0,1,1,3,1,70,33,2,1,1
21753,4,1,3317000.0,0.0,1,1,3,1,31,189,4,1,1
21754,2,1,1553000.0,0.0,1,0,3,0,70,189,3,1,1
21755,3,1,3200000.0,0.0,1,0,0,0,27,190,4,1,1
21756,2,0,1179000.0,0.0,1,0,3,0,70,189,1,1,1
21757,3,1,2988000.0,0.0,1,1,0,0,35,70,1,1,2
21758,3,0,2000000.0,0.0,1,0,0,0,141,190,1,1,1
21759,4,1,2645000.0,0.0,1,0,3,1,33,189,19,1,1
21760,3,0,1540000.0,0.0,1,0,0,0,241,145,4,1,1
21761,3,1,2220000.0,0.0,1,0,0,0,27,0,0,1,1
21762,3,1,1000000.0,0.0,1,1,0,0,145,263,1,1,1
21763,5,1,1220000.0,0.0,1,0,0,1,70,91,1,1,1
21764,5,0,935000.0,0.0,1,0,0,1,27,70,0,1,1
21765,2,1,1634000.0,0.0,1,1,3,0,189,70,4,1,1
21766,2,0,1077500.0,0.0,1,0,3,0,70,33,7,1,1
21767,3,0,1220000.0,0.0,1,1,0,0,70,117,0,1,1
21768,4,0,1847000.0,0.0,1,0,3,1,70,241,24,1,1
21769,2,1,2943500.0,0.0,1,0,3,0,189,70,1,1,2
21770,3,1,1290000.0,0.0,1,1,0,0,84,70,0,1,1
21771,3,0,780000.0,0.0,1,1,0,0,156,190,1,1,1
21772,5,1,1220000.0,0.0,1,0,0,1,70,55,3,1,1
21773,5,1,1080000.0,0.0,1,1,0,1,110,70,3,1,1
21774,3,0,980000.0,0.0,1,1,0,0,27,263,3,1,1
21775,3,0,340000.0,0.0,1,0,0,0,70,169,0,1,1
21776,3,1,1210000.0,0.0,1,1,0,0,220,70,0,1,1
21777,3,1,2520000.0,0.0,1,1,0,0,70,241,2,1,1
21778,3,1,940000.0,0.0,1,0,0,0,70,27,0,1,1
21779,5,1,5141000.0,0.0,1,0,2,0,249,27,6,2,4
21780,3,1,740000.0,0.0,1,1,0,0,49,70,0,1,1
21781,2,0,1302000.0,0.0,1,0,3,0,65,70,18,1,1
21782,3,0,1270000.0,0.0,1,0,0,0,27,192,1,1,1
21783,2,0,1762000.0,0.0,1,1,3,0,189,70,1,1,1
21784,2,0,1623000.0,0.0,1,0,3,0,70,189,21,2,3
21785,3,1,1100000.0,0.0,1,1,0,0,145,106,0,1,1
21786,5,1,13050000.0,75000.0,1,0,2,0,189,242,6,1,1
21787,3,1,1450000.0,0.0,1,1,0,0,263,70,0,1,1
21788,3,1,350000.0,0.0,1,1,0,0,254,27,1,1,1
21789,3,1,1170000.0,11880.0,1,0,0,0,70,213,1,1,1
21790,3,1,2550000.0,0.0,1,1,0,0,190,241,2,1,1
21791,2,1,635000.0,0.0,1,1,3,0,117,70,7,1,1
21792,5,0,6000000.0,0.0,1,0,2,0,189,33,0,1,2
21793,4,0,3373000.0,0.0,1,0,3,1,220,189,16,2,2
21794,3,0,960000.0,0.0,1,1,0,0,27,70,1,1,1
21795,3,0,2020000.0,0.0,1,1,0,0,70,69,0,1,1
21796,3,0,2640000.0,0.0,1,1,0,0,190,263,6,1,1
21797,5,0,1470000.0,0.0,1,1,0,1,141,145,1,1,1
21798,2,0,1034000.0,0.0,1,1,3,0,263,70,2,1,1
21799,3,1,1670000.0,0.0,1,1,0,0,239,253,3,1,1
21800,5,1,1220000.0,0.0,1,1,0,1,27,70,0,1,1
21801,3,1,520000.0,0.0,1,1,0,0,70,127,5,1,1
21802,3,0,2640000.0,0.0,1,1,0,0,70,246,2,1,1
21803,2,0,70000.0,0.0,1,1,3,0,70,169,10,1,1
21804,3,1,350000.0,0.0,1,1,0,0,28,145,0,1,1
21805,3,1,3525000.0,0.0,1,1,0,0,145,65,1,1,1
21806,5,1,13532000.0,450000.0,1,0,2,0,189,65,3,2,2
21807,3,0,780000.0,0.0,1,0,0,0,145,74,0,1,1
21808,3,1,2575000.0,0.0,1,1,0,0,33,70,1,1,1
21809,3,0,1220000.0,0.0,1,1,0,0,27,70,4,1,1
21810,5,1,1080000.0,0.0,1,1,0,1,70,110,2,1,1
21811,2,1,1553000.0,0.0,1,0,3,0,70,189,4,1,1
21812,4,1,796500.0,0.0,1,1,3,1,160,70,5,1,1
21813,5,1,1556100.0,0.0,1,1,0,1,33,169,4,1,1
21814,5,1,10621000.0,0.0,1,1,2,0,70,60,2,1,1
21815,3,1,2030000.0,0.0,1,1,0,0,27,177,1,1,1
21816,2,0,1920500.0,0.0,1,1,3,0,241,70,11,1,1
21817,2,1,2943500.0,0.0,1,0,3,0,189,70,8,2,2
21818,2,0,5623000.0,0.0,1,0,3,0,70,189,7,2,2
21819,2,0,40000.0,0.0,1,0,3,0,65,73,3,1,3
21820,3,1,1220000.0,0.0,1,1,0,0,70,55,0,1,1
21821,2,0,1553000.0,0.0,1,0,3,0,70,189,10,2,4
21822,3,1,2500000.0,0.0,1,1,0,0,145,70,1,1,1
21823,2,0,2043000.0,17205.0,1,0,3,0,189,70,9,1,1
21824,3,1,1980000.0,0.0,1,1,0,0,56,60,0,1,2
21825,2,0,6300000.0,0.0,1,0,3,0,33,70,11,1,2
21826,3,0,1950000.0,0.0,1,1,0,0,145,70,0,1,1
21827,4,1,734000.0,0.0,1,1,3,1,104,33,2,1,1
21828,3,1,1220000.0,0.0,1,1,0,0,70,27,0,1,1
21829,5,1,1935000.0,0.0,1,1,0,1,33,242,1,1,1
21830,3,0,1180000.0,0.0,1,1,0,0,241,145,0,1,1
21831,5,1,1900000.0,0.0,1,0,0,1,70,190,1,1,1
21832,2,0,1501000.0,0.0,1,0,3,0,70,253,0,1,1
21833,3,1,1500000.0,0.0,1,0,0,0,263,190,0,1,1
21834,5,1,2450000.0,0.0,1,0,0,1,190,70,9,1,2
21835,3,1,2450000.0,0.0,1,0,0,0,190,70,1,1,2
21836,3,1,650000.0,0.0,1,1,0,0,263,27,0,1,1
21837,3,0,2150000.0,0.0,1,0,0,0,20,70,4,1,2
21838,3,0,255000.0,0.0,1,1,0,0,27,91,2,1,1
21839,2,0,571000.0,0.0,1,1,3,0,241,43,2,1,1
21840,3,1,3443000.0,0.0,1,1,0,0,110,56,1,1,2
21841,2,1,3406500.0,0.0,1,1,3,0,241,70,1,1,1
21842,2,1,889500.0,0.0,1,0,3,0,70,189,2,2,4
21843,2,1,70000.0,0.0,1,1,3,0,169,70,0,1,1
21844,2,0,70000.0,0.0,1,1,3,0,70,169,2,1,1
21845,3,1,2820000.0,0.0,1,1,0,0,0,70,3,1,2
21846,3,1,1690000.0,0.0,1,0,0,0,70,65,0,1,1
21847,3,1,1000000.0,0.0,1,0,0,0,27,240,4,1,2
21848,2,0,5966000.0,0.0,1,0,3,0,70,189,6,1,1
21849,3,1,3217500.0,0.0,1,1,0,0,56,240,1,1,1
21850,5,0,10718000.0,0.0,1,0,2,0,189,110,18,1,1
21851,3,1,1220000.0,0.0,1,1,0,0,27,70,1,1,1
21852,3,1,1400000.0,0.0,1,0,0,0,69,70,2,1,1
21853,3,0,1080000.0,0.0,1,1,0,0,110,70,6,1,1
21854,2,0,755000.0,0.0,1,1,3,0,240,117,1,1,1
21855,5,1,7827000.0,0.0,1,1,2,0,263,70,1,1,1
21856,5,1,11864000.0,133333.33333333334,1,1,2,0,70,154,0,1,1
21857,3,1,1260000.0,0.0,1,1,0,0,263,145,2,1,1
21858,3,1,2150000.0,0.0,1,1,0,0,0,70,0,1,1
21859,3,1,520000.0,0.0,1,1,0,0,27,238,2,1,1
21860,3,1,2150000.0,12900.0,1,1,0,0,37,70,0,1,1
21861,2,0,4813500.0,0.0,1,0,3,0,189,70,2,1,2
21862,3,0,260000.0,0.0,1,0,0,0,27,254,5,1,1
21863,5,1,2000000.0,0.0,1,1,0,1,145,0,2,1,1
21864,3,1,650000.0,0.0,1,1,0,0,70,238,0,1,3
21865,2,0,5934000.0,0.0,1,1,3,0,189,70,3,1,1
21866,3,1,1220000.0,0.0,1,0,0,0,70,55,0,1,2
21867,2,0,217000.0,0.0,1,0,3,0,70,165,17,1,1
21868,5,0,6960000.0,0.0,1,1,2,0,110,70,1,1,1
21869,2,0,2030000.0,0.0,1,0,3,0,33,70,22,1,1
21870,2,0,3597000.0,0.0,1,0,3,0,145,70,13,1,1
21871,2,1,2734500.0,0.0,1,1,3,0,70,33,2,1,1
21872,3,1,3200000.0,0.0,1,0,0,0,27,190,15,1,1
21873,2,0,80000.0,0.0,1,0,3,0,123,189,0,1,1
21874,2,1,589500.0,0.0,1,1,3,0,83,184,3,1,1
21875,3,0,370000.0,0.0,1,0,0,0,1,27,0,1,1
21876,5,1,10191000.0,400000.0,1,0,2,0,70,189,15,1,1
21877,3,1,1950000.0,0.0,1,0,0,0,190,119,13,1,2
21878,3,0,1660000.0,0.0,1,1,0,0,145,111,1,1,1
21879,3,1,1170000.0,0.0,1,0,0,0,234,70,0,1,1
21880,5,1,9246000.0,0.0,1,1,2,0,70,97,4,1,1
21881,3,1,890000.0,0.0,1,1,0,0,134,70,4,1,1
21882,5,1,39771780.0,0.0,0,0,1,0,70,36,10,1,1
21883,3,0,980000.0,0.0,1,1,0,0,27,263,5,1,1
21884,5,1,10191000.0,0.0,1,1,2,0,189,70,0,1,1
21885,5,1,940000.0,0.0,1,1,0,1,70,27,1,1,1
21886,3,1,730000.0,0.0,1,1,0,0,145,60,1,1,1
21887,3,1,1170000.0,19890.0,1,1,0,0,141,240,1,1,1
21888,3,1,940000.0,0.0,1,0,0,0,70,220,5,1,2
21889,3,1,1700000.0,5100.0,1,1,0,0,50,70,3,1,1
21890,2,1,653500.0,0.0,1,1,3,0,70,200,11,1,1
21891,2,0,6300000.0,0.0,1,0,3,0,33,70,6,2,2
21892,5,1,1000000.0,0.0,1,1,0,1,145,60,6,1,3
21893,5,0,1080000.0,0.0,1,0,0,1,110,70,6,1,1
21894,5,1,1860000.0,0.0,1,1,0,1,179,145,2,1,1
21895,3,1,1560000.0,0.0,1,1,0,0,70,82,4,1,1
21896,5,1,9289000.0,0.0,1,1,2,0,70,145,5,1,1
21897,3,0,650000.0,0.0,1,0,0,0,70,238,1,1,3
21898,3,0,1300000.0,0.0,1,0,0,0,70,178,1,1,1
21899,3,0,1700000.0,0.0,1,1,0,0,110,65,3,1,1
21900,2,0,926500.0,0.0,1,0,3,0,70,200,0,1,1
21901,2,1,926500.0,0.0,1,0,3,0,70,200,0,1,1
21902,3,1,1390000.0,0.0,1,1,0,0,241,27,3,1,2
21903,3,1,2640000.0,0.0,1,0,0,0,190,263,19,1,1
21904,3,0,1220000.0,0.0,1,1,0,0,27,70,0,1,1
21905,3,1,1900000.0,0.0,1,0,0,0,70,190,4,1,2
21906,2,0,80000.0,0.0,1,1,3,0,189,123,5,1,1
21907,2,0,441000.0,0.0,1,0,3,0,70,81,10,1,1
21908,3,1,1230000.0,0.0,1,1,0,0,82,27,0,1,1
21909,3,1,3250000.0,0.0,1,0,0,0,27,198,0,1,1
21910,5,0,11827000.0,0.0,1,0,2,0,145,189,1,2,3
21911,3,0,800000.0,0.0,1,1,0,0,115,35,0,1,1
21912,2,1,1965500.0,25000.0,1,1,3,0,70,115,2,1,1
21913,3,0,1080000.0,0.0,1,1,0,0,70,212,0,1,1
21914,3,1,780000.0,0.0,1,1,0,0,190,150,2,1,1
21915,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
21916,3,1,1690000.0,0.0,1,0,0,0,70,65,0,1,1
21917,3,1,910000.0,0.0,1,1,0,0,145,153,0,1,1
21918,3,1,1600000.0,0.0,1,0,0,0,129,70,6,1,1
21919,3,0,1310000.0,0.0,1,1,0,0,145,207,5,1,1
21920,5,0,2500000.0,0.0,1,0,0,1,56,70,3,1,1
21921,3,1,910000.0,0.0,1,1,0,0,220,70,1,1,1
21922,2,0,3382500.0,0.0,1,1,3,0,70,56,15,1,1
21923,3,1,300000.0,0.0,1,1,0,0,145,237,0,1,1
21924,3,1,900000.0,0.0,1,1,0,0,14,70,0,1,1
21925,3,1,1000000.0,0.0,1,1,0,0,263,27,0,1,1
21926,4,0,2245500.0,0.0,1,0,3,1,165,189,16,1,2
21927,5,0,10718000.0,0.0,1,0,2,0,189,110,12,1,1
21928,5,1,7548000.0,116666.66666666669,1,1,2,0,70,27,5,1,1
21929,3,1,1920000.0,0.0,1,1,0,0,15,70,0,1,1
21930,5,1,11417000.0,0.0,1,0,2,0,189,33,9,1,1
21931,4,0,3505500.0,0.0,1,0,3,1,189,33,7,1,1
21932,5,1,16560000.0,0.0,1,0,2,0,249,65,28,1,1
21933,5,1,5050000.0,0.0,1,0,0,1,70,198,1,1,1
21934,2,1,2405500.0,0.0,1,1,3,0,263,70,4,1,1
21935,3,1,620000.0,18600.0,1,1,0,0,70,40,2,1,1
21936,3,0,1140000.0,0.0,1,1,0,0,145,140,0,1,1
21937,2,1,2545000.0,0.0,1,0,3,0,189,241,20,2,2
21938,3,1,1295000.0,0.0,1,1,0,0,65,70,0,1,1
21939,2,0,2040500.0,0.0,1,0,3,0,70,189,23,1,2
21940,3,1,1080000.0,0.0,1,1,0,0,49,142,0,1,2
21941,2,0,4500000.0,0.0,1,0,3,0,70,33,0,2,2
21942,4,0,1877500.0,0.0,1,0,3,1,70,27,15,1,1
21943,3,1,3405000.0,0.0,1,1,0,0,33,65,0,1,1
21944,3,1,1220000.0,0.0,1,1,0,0,70,27,0,1,1
21945,2,0,3837000.0,0.0,1,0,3,0,27,189,28,2,4
21946,2,0,2983500.0,0.0,1,0,3,0,189,70,23,1,2
21947,3,1,1540000.0,0.0,1,1,0,0,241,145,0,1,1
21948,4,0,3443500.0,0.0,1,0,3,1,189,33,11,1,1
21949,5,1,6426000.0,0.0,1,0,2,1,70,213,4,1,1
21950,5,0,9889000.0,0.0,1,1,2,0,70,56,1,1,1
21951,3,1,2470000.0,0.0,1,1,0,0,70,145,1,1,1
21952,2,1,70000.0,0.0,1,0,3,0,70,169,1,1,1
21953,5,1,2575000.0,0.0,1,1,0,1,33,70,1,1,1
21954,3,1,2080000.0,0.0,1,1,0,0,97,70,5,1,1
21955,5,1,11900000.0,0.0,1,0,2,0,249,33,5,1,1
21956,3,1,1690000.0,0.0,1,1,0,0,61,70,0,1,1
21957,4,0,1809000.0,0.0,1,1,3,1,33,70,3,1,1
21958,3,0,1220000.0,0.0,1,1,0,0,27,70,2,1,2
21959,3,1,520000.0,0.0,1,1,0,0,70,127,1,1,2
21960,4,1,70000.0,0.0,1,1,3,1,169,70,4,1,1
21961,2,1,806500.0,0.0,1,1,3,0,263,238,3,1,1
21962,2,1,1277000.0,0.0,1,1,3,0,70,263,4,1,1
21963,2,1,2603000.0,0.0,1,1,3,0,70,263,11,1,1
21964,5,1,900000.0,7650.0,1,1,0,1,14,70,0,1,1
21965,3,1,1665000.0,0.0,1,1,0,0,14,110,0,1,1
21966,2,0,1149000.0,0.0,1,0,3,0,189,127,18,1,1
21967,3,0,980000.0,0.0,1,1,0,0,27,263,5,1,1
21968,3,1,1950000.0,86940.0,1,1,0,0,241,70,0,1,1
21969,2,0,426500.0,0.0,1,1,3,0,70,127,6,1,1
21970,4,0,2245500.0,0.0,1,0,3,1,165,189,16,1,2
21971,3,0,1220000.0,0.0,1,1,0,0,27,70,1,1,1
21972,3,1,1220000.0,0.0,1,1,0,0,27,70,1,1,1
21973,2,0,1553000.0,0.0,1,0,3,0,70,189,5,1,1
21974,4,0,1149000.0,0.0,1,1,3,1,189,127,7,1,1
21975,3,1,1530000.0,0.0,1,1,0,0,141,240,0,1,1
21976,3,1,1260000.0,0.0,1,1,0,0,27,111,5,1,1
21977,3,0,3300000.0,0.0,1,1,0,0,46,27,2,1,1
21978,3,1,2000000.0,0.0,1,1,0,0,27,33,0,1,1
21979,3,1,860000.0,0.0,1,1,0,0,241,115,0,1,1
21980,3,1,2450000.0,0.0,1,0,0,0,220,145,0,1,1
21981,3,1,3200000.0,80430.0,1,0,0,0,27,190,2,1,1
21982,2,1,2479500.0,0.0,1,1,3,0,33,70,24,1,1
21983,2,1,644000.0,0.0,1,1,3,0,169,70,1,1,1
21984,3,1,940000.0,0.0,1,1,0,0,55,70,0,1,1
21985,2,0,2043000.0,0.0,1,0,3,0,70,189,1,1,2
21986,2,0,1635500.0,0.0,1,0,3,0,70,65,11,2,2
21987,2,1,70000.0,0.0,1,1,3,0,169,70,9,1,1
21988,5,1,7896000.0,0.0,1,1,2,0,70,189,1,1,1
21989,5,0,1460000.0,0.0,1,1,0,1,70,253,2,1,1
21990,5,1,12569000.0,0.0,1,0,2,0,166,70,9,2,2
21991,5,1,10191000.0,0.0,1,0,2,0,70,189,19,2,2
21992,5,1,5400000.0,17775.0,1,1,2,0,249,70,1,1,1
21993,5,0,1220000.0,0.0,1,1,0,1,27,70,0,1,1
21994,5,1,910000.0,0.0,1,1,0,1,145,153,0,1,1
21995,2,1,1719500.0,150000.0,1,0,3,0,189,65,7,2,3
21996,3,1,1000000.0,100000.0,1,1,0,0,263,27,0,1,1
21997,2,1,3722500.0,111675.0,1,0,3,0,189,240,4,2,2
21998,5,0,8807000.0,0.0,1,0,2,0,119,189,10,2,2
21999,2,1,1553000.0,0.0,1,0,3,0,70,189,0,1,1
22000,3,1,1890000.0,0.0,1,0,0,0,190,27,3,1,4
22001,2,1,2154500.0,0.0,1,0,3,0,189,241,7,1,1
22002,2,1,80000.0,0.0,1,0,3,0,123,189,1,1,1
22003,3,1,970000.0,0.0,1,0,0,0,117,169,3,1,1
22004,5,1,610000.0,0.0,1,1,0,1,94,70,1,1,1
22005,3,1,1220000.0,36600.0,1,1,0,0,70,27,1,1,1
22006,5,1,15500000.0,0.0,1,1,2,0,253,154,1,1,1
22007,2,0,1553000.0,0.0,1,0,3,0,70,189,1,1,1
22008,3,1,940000.0,0.0,1,0,0,0,70,27,20,1,1
22009,3,1,740000.0,0.0,1,1,0,0,27,70,5,1,1
22010,3,1,2520000.0,0.0,1,1,0,0,70,241,4,1,1
22011,3,0,680000.0,20400.0,1,0,0,0,254,70,1,1,1
22012,2,1,1158500.0,0.0,1,1,3,0,263,70,2,1,2
22013,2,0,2043000.0,0.0,1,0,3,0,70,189,10,1,1
22014,2,0,278500.0,0.0,1,1,3,0,189,216,3,1,1
22015,4,1,2254500.0,0.0,1,0,3,1,70,143,13,1,1
22016,2,0,2943500.0,0.0,1,0,3,0,70,189,3,1,1
22017,3,1,1200000.0,0.0,1,1,0,0,220,70,0,1,1
22018,3,0,800000.0,0.0,1,1,0,0,241,115,2,1,1
22019,2,1,1337500.0,0.0,1,0,3,0,189,65,16,1,1
22020,2,1,405000.0,0.0,1,1,3,0,127,70,5,1,1
22021,2,1,3897500.0,0.0,1,1,3,0,115,70,1,1,1
22022,5,1,1200000.0,0.0,1,1,0,1,207,70,2,1,1
22023,2,0,3125000.0,0.0,1,0,3,0,189,240,5,1,1
22024,3,1,3239500.0,0.0,1,1,0,0,253,145,0,1,1
22025,3,1,1460000.0,0.0,1,1,0,0,70,253,0,1,1
22026,3,0,940000.0,0.0,1,0,0,0,70,27,1,1,1
22027,3,1,2280000.0,0.0,1,1,0,0,239,70,4,1,1
22028,3,1,1025000.0,0.0,1,1,0,0,27,145,3,1,1
22029,2,0,10023500.0,0.0,1,1,3,0,56,70,3,1,1
22030,2,1,2272000.0,0.0,1,0,3,0,56,70,13,1,2
22031,5,1,10167000.0,0.0,1,0,2,0,189,27,17,1,2
22032,3,1,1220000.0,0.0,1,1,0,0,27,70,0,1,1
22033,2,0,1553000.0,0.0,1,0,3,0,70,189,8,1,1
22034,3,1,1560000.0,0.0,1,1,0,0,70,82,0,1,1
22035,4,1,1729000.0,0.0,1,0,3,1,70,189,48,1,1
22036,5,0,11827000.0,0.0,1,0,2,0,145,189,1,1,1
22037,5,1,12380000.0,0.0,1,1,2,0,263,70,5,1,1
22038,3,1,1981200.0,0.0,1,1,0,0,33,70,0,1,1
22039,2,0,3407500.0,0.0,1,0,3,0,70,189,30,1,1
22040,5,1,2685000.0,0.0,1,1,0,1,27,35,1,1,2
22041,3,1,520000.0,0.0,1,1,0,0,70,14,1,1,1
22042,3,0,1320000.0,0.0,1,1,0,0,145,27,0,1,1
22043,2,0,869500.0,0.0,1,1,3,0,70,117,2,1,1
22044,5,1,1470000.0,0.0,1,0,0,1,70,141,2,1,1
22045,5,1,3200000.0,0.0,1,0,0,1,27,190,0,1,3
22046,2,0,1402500.0,0.0,1,0,3,0,70,189,15,2,2
22047,4,0,3832000.0,0.0,1,0,3,1,263,189,21,1,1
22048,3,1,1800000.0,0.0,1,1,0,0,70,263,0,1,1
22049,2,0,7200000.0,0.0,1,0,3,0,189,70,2,1,1
22050,2,0,3518000.0,0.0,1,1,3,0,70,145,1,1,1
22051,2,0,2121500.0,25000.0,1,1,3,0,241,70,5,1,1
22052,3,1,1290000.0,0.0,1,1,0,0,70,104,0,1,1
22053,5,1,10830000.0,0.0,1,0,2,0,70,172,9,1,1
22054,3,0,1000000.0,0.0,1,1,0,0,263,27,2,1,1
22055,2,0,2372500.0,0.0,1,0,3,0,70,189,18,1,1
22056,3,1,2820000.0,0.0,1,1,0,0,70,0,0,1,2
22057,5,0,13671000.0,23940.0,1,1,2,0,189,0,10,1,1
22058,5,1,7548000.0,0.0,1,1,2,0,70,27,7,2,3
22059,2,0,929500.0,0.0,1,1,3,0,241,201,4,1,1
22060,3,1,1300000.0,0.0,1,1,0,0,27,111,1,1,1
22061,2,0,4832000.0,0.0,1,1,3,0,189,14,4,1,1
22062,5,0,8287000.0,0.0,1,1,2,0,189,70,8,1,1
22063,2,0,70000.0,0.0,1,0,3,0,70,169,1,2,2
22064,2,0,1380500.0,0.0,1,1,3,0,20,70,8,1,1
22065,5,0,12957000.0,0.0,1,0,2,0,56,70,11,1,1
22066,3,1,1150000.0,0.0,1,0,0,0,254,70,0,1,1
22067,3,0,1950000.0,0.0,1,1,0,0,191,70,5,1,1
22068,2,0,3407500.0,0.0,1,0,3,0,70,189,14,2,2
22069,3,1,1220000.0,0.0,1,1,0,0,27,70,10,1,1
22070,2,0,1242000.0,0.0,1,0,3,0,70,189,5,1,1
22071,2,1,4337000.0,0.0,1,0,3,0,189,27,23,2,2
22072,2,0,2499000.0,0.0,1,0,3,0,189,33,7,2,3
22073,3,0,520000.0,0.0,1,1,0,0,27,238,0,1,1
22074,4,1,70000.0,0.0,1,0,3,1,169,70,1,1,1
22075,2,0,237000.0,0.0,1,0,3,0,70,165,26,1,3
22076,3,1,1535000.0,0.0,1,0,0,0,145,241,2,1,1
22077,3,1,832000.0,0.0,1,1,0,0,190,121,1,1,2
22078,3,1,1100000.0,0.0,1,1,0,0,250,145,2,1,1
22079,3,1,1335000.0,0.0,1,0,0,0,27,145,0,1,1
22080,2,1,1733000.0,0.0,1,1,3,0,70,65,0,1,1
22081,2,0,1174000.0,0.0,1,0,3,0,242,70,26,1,2
22082,5,1,8833000.0,0.0,1,1,2,1,70,65,3,1,1
22083,2,0,3829000.0,0.0,1,0,3,0,70,189,8,2,5
22084,5,1,13030000.0,0.0,1,1,2,0,70,115,1,1,1
22085,5,1,4110000.0,0.0,1,1,0,1,20,145,1,1,1
22086,2,0,5604500.0,0.0,1,0,3,0,189,65,32,2,2
22087,2,1,2853000.0,0.0,1,0,3,0,70,84,6,1,3
22088,3,0,1220000.0,0.0,1,1,0,0,27,70,1,1,1
22089,3,0,650000.0,0.0,1,1,0,0,70,238,0,1,1
22090,2,1,70000.0,0.0,1,0,3,0,70,169,2,1,1
22091,5,0,1280000.0,0.0,1,0,0,1,70,104,0,1,1
22092,3,0,1600000.0,0.0,1,1,0,0,56,145,0,1,1
22093,2,1,635000.0,0.0,1,1,3,0,70,117,3,1,1
22094,5,1,8750000.0,0.0,1,0,0,1,241,84,3,1,1
22095,3,1,440000.0,0.0,1,1,0,0,76,145,0,1,1
22096,5,1,1940000.0,0.0,1,1,0,1,253,241,2,1,1
22097,4,1,2043000.0,0.0,1,0,3,1,70,189,6,1,1
22098,4,1,820500.0,0.0,1,0,3,1,184,70,11,1,1
22099,3,1,1220000.0,0.0,1,1,0,0,27,70,2,1,1
22100,5,1,1111000.0,589860.0,1,0,2,1,70,189,16,1,2
22101,2,1,3505500.0,0.0,1,1,3,0,33,189,5,1,1
22102,3,1,2520000.0,0.0,1,0,0,0,145,70,8,1,1
22103,3,0,255000.0,0.0,1,1,0,0,240,169,0,1,1
22104,5,0,8500000.0,0.0,1,0,2,0,70,189,5,1,2
22105,5,0,9685000.0,10312.5,1,0,2,0,263,189,0,1,1
22106,3,0,1790000.0,0.0,1,0,0,0,190,253,5,1,1
22107,2,0,2035500.0,0.0,1,0,3,0,70,145,5,2,2
22108,3,1,2540000.0,0.0,1,1,0,0,65,119,0,1,1
22109,2,1,376500.0,0.0,1,1,3,0,119,70,11,1,1
22110,2,1,70000.0,390.0,1,1,3,0,70,169,6,1,1
22111,3,1,2890000.0,0.0,1,0,0,0,70,242,0,1,3
22112,2,0,1277500.0,0.0,1,1,3,0,56,70,2,1,1
22113,3,0,535000.0,0.0,1,1,0,0,65,117,3,1,1
22114,4,0,3667500.0,0.0,1,0,3,1,189,263,25,1,1
22115,2,0,3597000.0,0.0,1,0,3,0,70,145,3,1,1
22116,3,0,1250000.0,0.0,1,0,0,0,145,56,3,1,1
22117,4,0,2040500.0,0.0,1,0,3,1,189,70,32,1,1
22118,3,1,1335000.0,0.0,1,1,0,0,27,145,1,1,1
22119,5,0,8500000.0,0.0,1,0,2,0,60,189,11,1,1
22120,3,0,1560000.0,0.0,1,1,0,0,257,70,1,1,1
22121,5,1,8815000.0,0.0,1,1,2,1,65,70,14,1,1
22122,3,1,830000.0,0.0,1,0,0,0,70,110,11,1,1
22123,2,1,1553000.0,0.0,1,0,3,0,189,70,3,2,2
22124,3,1,935000.0,0.0,1,1,0,0,27,70,0,1,1
22125,2,0,2560500.0,0.0,1,0,3,0,70,189,1,1,1
